concept:name,case:concept:name,time:timestamp
a37,1,2024-10-17 15:17:06.774514+00:00
a85,1,2024-10-17 15:41:30.774175+00:00
a85,1,2024-10-17 15:41:35.373051+00:00
a8,1,2024-10-17 15:41:36.721436+00:00
a51,1,2024-10-17 15:41:36.864458+00:00
a71,1,2024-10-17 15:41:36.869458+00:00
a73,1,2024-10-17 15:41:46.012295+00:00
a72,1,2024-10-17 15:41:50.447019+00:00
a2,1,2024-10-17 15:41:58.979868+00:00
a1,1,2024-10-17 15:42:01.153864+00:00
a6,1,2024-10-17 15:42:04.489295+00:00
a85,1,2024-10-17 15:42:04.494295+00:00
a8,1,2024-10-17 15:42:09.492139+00:00
a51,1,2024-10-17 15:42:09.793228+00:00
a29,1,2024-10-26 13:59:13.104251+00:00
a20,1,2024-10-26 13:59:13.114251+00:00
a20,1,2024-10-26 13:59:13.119251+00:00
a37,1,2024-10-26 13:59:17.355955+00:00
a54,1,2024-10-26 13:59:17.360955+00:00
a53,1,2024-10-26 13:59:35.561557+00:00
a71,1,2024-10-26 14:00:12.611173+00:00
a73,1,2024-10-26 14:06:02.627405+00:00
a72,1,2024-10-26 14:06:09.709961+00:00
a2,1,2024-10-26 14:06:20.833995+00:00
a1,1,2024-10-26 14:06:24.860452+00:00
a6,1,2024-10-26 14:06:27.928101+00:00
a85,1,2024-10-26 14:06:27.933101+00:00
a85,1,2024-10-26 14:06:32.932551+00:00
a8,1,2024-10-26 14:06:37.930395+00:00
a51,1,2024-10-26 14:06:38.231484+00:00
a29,1,2024-11-04 12:23:41.542507+00:00
a37,1,2024-11-04 12:23:41.547507+00:00
a85,1,2024-11-04 12:48:05.547168+00:00
a85,1,2024-11-04 12:48:10.146044+00:00
a8,1,2024-11-04 12:48:11.494429+00:00
a51,1,2024-11-04 12:48:11.637451+00:00
a20,1,2024-11-04 12:48:11.647451+00:00
a37,1,2024-11-04 12:48:21.984069+00:00
a20,1,2024-11-04 12:48:21.989069+00:00
a54,1,2024-11-04 12:48:21.994069+00:00
a53,1,2024-11-04 12:48:53.591984+00:00
a71,1,2024-11-04 12:50:54.019457+00:00
a73,1,2024-11-04 12:51:03.162294+00:00
a72,1,2024-11-04 12:51:07.597018+00:00
a2,1,2024-11-04 12:51:16.129867+00:00
a1,1,2024-11-04 12:51:18.303863+00:00
a6,1,2024-11-04 12:51:21.639294+00:00
a37,1,2024-11-04 12:51:21.644294+00:00
a85,1,2024-11-04 12:51:26.759006+00:00
a85,1,2024-11-04 12:51:38.900655+00:00
a8,1,2024-11-04 12:51:51.127048+00:00
a51,1,2024-11-04 12:51:51.493949+00:00
a29,1,2024-11-05 04:24:27.432777+00:00
a85,1,2024-11-05 04:24:27.437777+00:00
a85,1,2024-11-05 04:24:30.560130+00:00
a8,1,2024-11-05 04:24:31.895001+00:00
a51,1,2024-11-05 04:24:32.013379+00:00
a20,1,2024-11-05 04:24:32.023379+00:00
a37,1,2024-11-05 04:24:36.260083+00:00
a85,1,2024-11-05 04:24:46.538683+00:00
a85,1,2024-11-05 04:24:51.538133+00:00
a20,1,2024-11-05 04:24:51.543133+00:00
a37,1,2024-11-05 04:25:01.879751+00:00
a85,1,2024-11-05 04:25:06.341291+00:00
a85,1,2024-11-05 04:25:09.463644+00:00
a8,1,2024-11-05 04:25:10.798515+00:00
a54,1,2024-11-05 04:25:10.803515+00:00
a53,1,2024-11-05 04:25:38.321021+00:00
a71,1,2024-11-05 04:25:40.294406+00:00
a73,1,2024-11-05 04:28:59.845779+00:00
a72,1,2024-11-05 04:29:04.511487+00:00
a2,1,2024-11-05 04:29:11.111548+00:00
a1,1,2024-11-05 04:29:13.122447+00:00
a6,1,2024-11-05 04:29:14.531480+00:00
a51,1,2024-11-05 04:29:14.536480+00:00
a8,1,2024-11-05 04:29:14.541480+00:00
a51,1,2024-11-05 04:29:14.842569+00:00
a29,1,2024-11-14 02:46:18.153592+00:00
a54,1,2024-11-14 02:46:18.163592+00:00
a53,1,2024-11-14 02:46:31.564285+00:00
a71,1,2024-11-14 02:48:43.302151+00:00
a73,1,2024-11-14 02:48:49.648988+00:00
a20,1,2024-11-14 02:48:49.653988+00:00
a37,1,2024-11-14 02:48:59.237498+00:00
a85,1,2024-11-14 02:49:04.352210+00:00
a85,1,2024-11-14 02:49:16.493859+00:00
a8,1,2024-11-14 02:49:28.720252+00:00
a20,1,2024-11-14 02:49:28.725252+00:00
a37,1,2024-11-14 02:49:34.259862+00:00
a85,1,2024-11-14 03:13:58.259523+00:00
a85,1,2024-11-14 03:14:02.858399+00:00
a8,1,2024-11-14 03:14:04.206784+00:00
a51,1,2024-11-14 03:14:04.349806+00:00
a51,1,2024-11-14 03:14:04.354806+00:00
a29,1,2024-11-14 18:46:40.293634+00:00
a72,1,2024-11-14 18:46:40.298634+00:00
a2,1,2024-11-14 18:46:48.005269+00:00
a1,1,2024-11-14 18:46:50.499097+00:00
a6,1,2024-11-14 18:46:51.948006+00:00
a54,1,2024-11-14 18:46:51.958006+00:00
a53,1,2024-11-14 18:47:10.158608+00:00
a71,1,2024-11-14 18:47:47.208224+00:00
a73,1,2024-11-14 18:53:37.224456+00:00
a72,1,2024-11-14 18:53:44.307012+00:00
a2,1,2024-11-14 18:53:55.431046+00:00
a1,1,2024-11-14 18:53:59.457503+00:00
a20,1,2024-11-14 18:53:59.462503+00:00
a20,1,2024-11-14 18:53:59.467503+00:00
a37,1,2024-11-14 18:54:03.704207+00:00
a85,1,2024-11-14 18:54:13.982807+00:00
a85,1,2024-11-14 18:54:18.982257+00:00
a8,1,2024-11-14 18:54:23.980101+00:00
a51,1,2024-11-14 18:54:24.281190+00:00
a29,1,2024-11-23 17:11:27.592213+00:00
a37,1,2024-11-23 17:11:27.597213+00:00
a85,1,2024-11-23 17:35:51.596874+00:00
a85,1,2024-11-23 17:35:56.195750+00:00
a8,1,2024-11-23 17:35:57.544135+00:00
a51,1,2024-11-23 17:35:57.687157+00:00
a6,1,2024-11-23 17:35:57.692157+00:00
a20,1,2024-11-23 17:35:57.702157+00:00
a37,1,2024-11-23 17:36:07.285667+00:00
a85,1,2024-11-23 17:36:12.400379+00:00
a85,1,2024-11-23 17:36:24.542028+00:00
a8,1,2024-11-23 17:36:36.768421+00:00
a51,1,2024-11-23 17:36:37.135322+00:00
a20,1,2024-11-23 17:36:37.140322+00:00
a37,1,2024-11-23 17:36:47.476940+00:00
a85,1,2024-11-23 17:36:51.938480+00:00
a85,1,2024-11-23 17:36:55.060833+00:00
a54,1,2024-11-23 17:36:55.065833+00:00
a53,1,2024-11-23 17:37:08.466526+00:00
a71,1,2024-11-23 17:39:20.204392+00:00
a73,1,2024-11-23 17:39:26.551229+00:00
a72,1,2024-11-23 17:39:29.486883+00:00
a2,1,2024-11-23 17:39:37.193518+00:00
a1,1,2024-11-23 17:39:39.687346+00:00
a6,1,2024-11-23 17:39:41.136255+00:00
a8,1,2024-11-23 17:39:41.141255+00:00
a51,1,2024-11-23 17:39:41.259633+00:00
a29,1,2024-11-23 17:39:41.264633+00:00
a20,1,2024-11-23 17:39:41.274633+00:00
a20,1,2024-11-23 17:39:41.279633+00:00
a37,1,2024-11-23 17:39:50.863143+00:00
a54,1,2024-11-23 17:39:50.868143+00:00
a53,1,2024-11-23 17:40:09.068745+00:00
a71,1,2024-11-23 17:40:46.118361+00:00
a73,1,2024-11-23 17:46:36.134593+00:00
a72,1,2024-11-23 17:46:43.217149+00:00
a2,1,2024-11-23 17:46:54.341183+00:00
a1,1,2024-11-23 17:46:58.367640+00:00
a6,1,2024-11-23 17:47:01.435289+00:00
a85,1,2024-11-23 17:47:01.440289+00:00
a85,1,2024-11-23 17:47:13.581938+00:00
a8,1,2024-11-23 17:47:25.808331+00:00
a51,1,2024-11-23 17:47:26.175232+00:00
a29,1,2024-11-24 09:20:02.114060+00:00
a37,1,2024-11-24 09:20:02.119060+00:00
a85,1,2024-11-24 09:20:06.580600+00:00
a85,1,2024-11-24 09:20:09.702953+00:00
a8,1,2024-11-24 09:20:11.037824+00:00
a51,1,2024-11-24 09:20:11.156202+00:00
a54,1,2024-11-24 09:20:11.166202+00:00
a53,1,2024-11-24 09:20:24.566895+00:00
a71,1,2024-11-24 09:22:36.304761+00:00
a73,1,2024-11-24 09:22:42.651598+00:00
a72,1,2024-11-24 09:22:45.587252+00:00
a2,1,2024-11-24 09:22:53.293887+00:00
a20,1,2024-11-24 09:22:53.298887+00:00
a20,1,2024-11-24 09:22:53.303887+00:00
a37,1,2024-11-24 09:22:58.838497+00:00
a85,1,2024-11-24 09:47:22.838158+00:00
a85,1,2024-11-24 09:47:27.437034+00:00
a8,1,2024-11-24 09:47:28.785419+00:00
a51,1,2024-11-24 09:47:28.928441+00:00
a37,1,2024-11-24 09:47:28.933441+00:00
a85,1,2024-11-24 09:47:34.048153+00:00
a85,1,2024-11-24 09:47:46.189802+00:00
a8,1,2024-11-24 09:47:58.416195+00:00
a51,1,2024-11-24 09:47:58.783096+00:00
a29,1,2024-11-25 01:20:34.721924+00:00
a1,1,2024-11-25 01:20:34.726924+00:00
a6,1,2024-11-25 01:20:36.175833+00:00
a54,1,2024-11-25 01:20:36.185833+00:00
a53,1,2024-11-25 01:21:03.703339+00:00
a71,1,2024-11-25 01:21:05.676724+00:00
a20,1,2024-11-25 01:21:05.681724+00:00
a20,1,2024-11-25 01:21:05.686724+00:00
a37,1,2024-11-25 01:21:16.023342+00:00
a85,1,2024-11-25 01:21:20.484882+00:00
a85,1,2024-11-25 01:21:23.607235+00:00
a8,1,2024-11-25 01:21:24.942106+00:00
a51,1,2024-11-25 01:21:25.060484+00:00
a37,1,2024-11-25 01:21:25.065484+00:00
a85,1,2024-11-25 01:21:30.180196+00:00
a85,1,2024-11-25 01:21:42.321845+00:00
a8,1,2024-11-25 01:21:54.548238+00:00
a51,1,2024-11-25 01:21:54.915139+00:00
a29,1,2024-11-25 16:54:30.853967+00:00
a73,1,2024-11-25 16:54:30.858967+00:00
a72,1,2024-11-25 16:54:35.524675+00:00
a2,1,2024-11-25 16:54:42.124736+00:00
a1,1,2024-11-25 16:54:44.135635+00:00
a6,1,2024-11-25 16:54:45.544668+00:00
a20,1,2024-11-25 16:54:45.554668+00:00
a37,1,2024-11-25 16:54:55.891286+00:00
a85,1,2024-11-25 16:55:00.352826+00:00
a85,1,2024-11-25 16:55:03.475179+00:00
a54,1,2024-11-25 16:55:03.480179+00:00
a53,1,2024-11-25 16:55:16.880872+00:00
a71,1,2024-11-25 16:57:28.618738+00:00
a73,1,2024-11-25 16:57:34.965575+00:00
a20,1,2024-11-25 16:57:34.970575+00:00
a37,1,2024-11-25 16:57:39.207279+00:00
a85,1,2024-11-25 16:57:49.485879+00:00
a85,1,2024-11-25 16:57:54.485329+00:00
a8,1,2024-11-25 16:57:59.483173+00:00
a51,1,2024-11-25 16:57:59.784262+00:00
a29,1,2024-12-04 15:15:03.095285+00:00
a72,1,2024-12-04 15:15:03.100285+00:00
a2,1,2024-12-04 15:15:10.806920+00:00
a1,1,2024-12-04 15:15:13.300748+00:00
a6,1,2024-12-04 15:15:14.749657+00:00
a8,1,2024-12-04 15:15:14.754657+00:00
a51,1,2024-12-04 15:15:14.873035+00:00
a20,1,2024-12-04 15:15:14.883035+00:00
a37,1,2024-12-04 15:15:20.417645+00:00
a20,1,2024-12-04 15:15:20.422645+00:00
a37,1,2024-12-04 15:15:24.659349+00:00
a85,1,2024-12-04 15:15:34.937949+00:00
a54,1,2024-12-04 15:15:34.942949+00:00
a53,1,2024-12-04 15:16:02.460455+00:00
a71,1,2024-12-04 15:16:04.433840+00:00
a73,1,2024-12-04 15:19:23.985213+00:00
a72,1,2024-12-04 15:19:28.650921+00:00
a2,1,2024-12-04 15:19:35.250982+00:00
a1,1,2024-12-04 15:19:37.261881+00:00
a6,1,2024-12-04 15:19:38.670914+00:00
a85,1,2024-12-04 15:19:38.675914+00:00
a8,1,2024-12-04 15:19:43.673758+00:00
a51,1,2024-12-04 15:19:43.974847+00:00
a29,1,2024-12-13 13:36:47.285870+00:00
a85,1,2024-12-13 13:36:47.290870+00:00
a85,1,2024-12-13 13:36:51.889746+00:00
a8,1,2024-12-13 13:36:53.238131+00:00
a51,1,2024-12-13 13:36:53.381153+00:00
a20,1,2024-12-13 13:36:53.391153+00:00
a54,1,2024-12-13 13:36:53.396153+00:00
a53,1,2024-12-13 13:37:24.994068+00:00
a20,1,2024-12-13 13:37:24.999068+00:00
a37,1,2024-12-13 13:37:29.235772+00:00
a85,1,2024-12-13 13:37:39.514372+00:00
a85,1,2024-12-13 13:37:44.513822+00:00
a8,1,2024-12-13 13:37:49.511666+00:00
a51,1,2024-12-13 13:37:49.812755+00:00
a29,1,2024-12-22 11:54:53.123778+00:00
a71,1,2024-12-22 11:54:53.128778+00:00
a73,1,2024-12-22 11:55:02.271615+00:00
a72,1,2024-12-22 11:55:06.706339+00:00
a2,1,2024-12-22 11:55:15.239188+00:00
a1,1,2024-12-22 11:55:17.413184+00:00
a6,1,2024-12-22 11:55:20.748615+00:00
a37,1,2024-12-22 11:55:20.753615+00:00
a85,1,2024-12-22 11:55:25.215155+00:00
a85,1,2024-12-22 11:55:28.337508+00:00
a8,1,2024-12-22 11:55:29.672379+00:00
a51,1,2024-12-22 11:55:29.790757+00:00
a20,1,2024-12-22 11:55:29.800757+00:00
a37,1,2024-12-22 11:55:40.137375+00:00
a20,1,2024-12-22 11:55:40.142375+00:00
a37,1,2024-12-22 11:55:44.379079+00:00
a85,1,2024-12-22 11:55:54.657679+00:00
a85,1,2024-12-22 11:55:59.657129+00:00
a8,1,2024-12-22 11:56:04.654973+00:00
a51,1,2024-12-22 11:56:04.956062+00:00
a54,1,2024-12-22 11:56:04.961062+00:00
a53,1,2024-12-22 11:56:36.558977+00:00
a71,1,2024-12-22 11:58:36.986450+00:00
a73,1,2024-12-22 11:58:46.129287+00:00
a72,1,2024-12-22 11:58:50.564011+00:00
a2,1,2024-12-22 11:58:59.096860+00:00
a1,1,2024-12-22 11:59:01.270856+00:00
a6,1,2024-12-22 11:59:04.606287+00:00
a29,1,2024-12-22 11:59:04.611287+00:00
a85,1,2024-12-22 11:59:04.616287+00:00
a85,1,2024-12-22 11:59:07.738640+00:00
a8,1,2024-12-22 11:59:09.073511+00:00
a51,1,2024-12-22 11:59:09.191889+00:00
a20,1,2024-12-22 11:59:09.201889+00:00
a20,1,2024-12-22 11:59:09.206889+00:00
a37,1,2024-12-22 11:59:18.790399+00:00
a54,1,2024-12-22 11:59:18.795399+00:00
a53,1,2024-12-22 11:59:50.393314+00:00
a71,1,2024-12-22 12:01:50.820787+00:00
a73,1,2024-12-22 12:01:59.963624+00:00
a72,1,2024-12-22 12:02:04.398348+00:00
a2,1,2024-12-22 12:02:12.931197+00:00
a1,1,2024-12-22 12:02:15.105193+00:00
a6,1,2024-12-22 12:02:18.440624+00:00
a85,1,2024-12-22 12:02:18.445624+00:00
a85,1,2024-12-22 12:02:30.587273+00:00
a8,1,2024-12-22 12:02:42.813666+00:00
a51,1,2024-12-22 12:02:43.180567+00:00
a29,1,2024-12-23 03:35:19.119395+00:00
a37,1,2024-12-23 03:35:19.124395+00:00
a85,1,2024-12-23 03:59:43.124056+00:00
a85,1,2024-12-23 03:59:47.722932+00:00
a8,1,2024-12-23 03:59:49.071317+00:00
a51,1,2024-12-23 03:59:49.214339+00:00
a20,1,2024-12-23 03:59:49.224339+00:00
a37,1,2024-12-23 03:59:54.758949+00:00
a85,1,2024-12-23 04:24:18.758610+00:00
a20,1,2024-12-23 04:24:18.763610+00:00
a37,1,2024-12-23 04:24:23.000314+00:00
a85,1,2024-12-23 04:24:33.278914+00:00
a54,1,2024-12-23 04:24:33.283914+00:00
a53,1,2024-12-23 04:24:51.484516+00:00
a71,1,2024-12-23 04:25:28.534132+00:00
a73,1,2024-12-23 04:31:18.550364+00:00
a72,1,2024-12-23 04:31:25.632920+00:00
a2,1,2024-12-23 04:31:36.756954+00:00
a1,1,2024-12-23 04:31:40.783411+00:00
a6,1,2024-12-23 04:31:43.851060+00:00
a85,1,2024-12-23 04:31:43.856060+00:00
a8,1,2024-12-23 04:31:48.853904+00:00
a51,1,2024-12-23 04:31:49.154993+00:00
a29,1,2025-01-01 02:48:52.466016+00:00
a85,1,2025-01-01 02:48:52.471016+00:00
a8,1,2025-01-01 02:48:53.819401+00:00
a51,1,2025-01-01 02:48:53.962423+00:00
a54,1,2025-01-01 02:48:53.972423+00:00
a53,1,2025-01-01 02:49:12.173025+00:00
a71,1,2025-01-01 02:49:49.222641+00:00
a73,1,2025-01-01 02:55:39.238873+00:00
a72,1,2025-01-01 02:55:46.321429+00:00
a2,1,2025-01-01 02:55:57.445463+00:00
a1,1,2025-01-01 02:56:01.471920+00:00
a20,1,2025-01-01 02:56:01.476920+00:00
a20,1,2025-01-01 02:56:01.481920+00:00
a37,1,2025-01-01 02:56:11.818538+00:00
a85,1,2025-01-01 02:56:16.280078+00:00
a85,1,2025-01-01 02:56:19.402431+00:00
a8,1,2025-01-01 02:56:20.737302+00:00
a51,1,2025-01-01 02:56:20.855680+00:00
a37,1,2025-01-01 02:56:20.860680+00:00
a85,1,2025-01-01 02:56:25.975392+00:00
a85,1,2025-01-01 02:56:38.117041+00:00
a8,1,2025-01-01 02:56:50.343434+00:00
a51,1,2025-01-01 02:56:50.710335+00:00
a29,1,2025-01-01 18:29:26.649163+00:00
a6,1,2025-01-01 18:29:26.654163+00:00
a20,1,2025-01-01 18:29:26.664163+00:00
a37,1,2025-01-01 18:29:36.247673+00:00
a85,1,2025-01-01 18:29:41.362385+00:00
a85,1,2025-01-01 18:29:53.504034+00:00
a8,1,2025-01-01 18:30:05.730427+00:00
a20,1,2025-01-01 18:30:05.735427+00:00
a37,1,2025-01-01 18:30:16.072045+00:00
a85,1,2025-01-01 18:30:20.533585+00:00
a85,1,2025-01-01 18:30:23.655938+00:00
a8,1,2025-01-01 18:30:24.990809+00:00
a54,1,2025-01-01 18:30:24.995809+00:00
a53,1,2025-01-01 18:30:52.513315+00:00
a71,1,2025-01-01 18:30:54.486700+00:00
a73,1,2025-01-01 18:34:14.038073+00:00
a72,1,2025-01-01 18:34:18.703781+00:00
a2,1,2025-01-01 18:34:25.303842+00:00
a1,1,2025-01-01 18:34:27.314741+00:00
a6,1,2025-01-01 18:34:28.723774+00:00
a51,1,2025-01-01 18:34:28.728774+00:00
a51,1,2025-01-01 18:34:28.733774+00:00
a29,1,2025-01-02 10:07:04.672602+00:00
a20,1,2025-01-02 10:07:04.682602+00:00
a20,1,2025-01-02 10:07:04.687602+00:00
a37,1,2025-01-02 10:07:14.271112+00:00
a85,1,2025-01-02 10:07:19.385824+00:00
a85,1,2025-01-02 10:07:31.527473+00:00
a8,1,2025-01-02 10:07:43.753866+00:00
a51,1,2025-01-02 10:07:44.120767+00:00
a54,1,2025-01-02 10:07:44.125767+00:00
a53,1,2025-01-02 10:08:02.326369+00:00
a71,1,2025-01-02 10:08:39.375985+00:00
a73,1,2025-01-02 10:14:29.392217+00:00
a72,1,2025-01-02 10:14:36.474773+00:00
a2,1,2025-01-02 10:14:47.598807+00:00
a1,1,2025-01-02 10:14:51.625264+00:00
a6,1,2025-01-02 10:14:54.692913+00:00
a29,1,2025-01-02 10:14:54.697913+00:00
a37,1,2025-01-02 10:14:54.702913+00:00
a85,1,2025-01-02 10:39:18.702574+00:00
a85,1,2025-01-02 10:39:23.301450+00:00
a8,1,2025-01-02 10:39:24.649835+00:00
a51,1,2025-01-02 10:39:24.792857+00:00
a54,1,2025-01-02 10:39:24.802857+00:00
a53,1,2025-01-02 10:39:56.400772+00:00
a71,1,2025-01-02 10:41:56.828245+00:00
a73,1,2025-01-02 10:42:05.971082+00:00
a72,1,2025-01-02 10:42:10.405806+00:00
a2,1,2025-01-02 10:42:18.938655+00:00
a1,1,2025-01-02 10:42:21.112651+00:00
a20,1,2025-01-02 10:42:21.117651+00:00
a37,1,2025-01-02 10:42:25.354355+00:00
a85,1,2025-01-02 10:42:35.632955+00:00
a85,1,2025-01-02 10:42:40.632405+00:00
a8,1,2025-01-02 10:42:45.630249+00:00
a51,1,2025-01-02 10:42:45.931338+00:00
a20,1,2025-01-02 10:42:45.936338+00:00
a37,1,2025-01-02 10:42:56.272956+00:00
a85,1,2025-01-02 10:43:00.734496+00:00
a85,1,2025-01-02 10:43:03.856849+00:00
a8,1,2025-01-02 10:43:05.191720+00:00
a51,1,2025-01-02 10:43:05.310098+00:00
a29,1,2025-01-02 10:43:05.315098+00:00
a6,1,2025-01-02 10:43:05.320098+00:00
a20,1,2025-01-02 10:43:05.330098+00:00
a37,1,2025-01-02 10:43:09.566802+00:00
a85,1,2025-01-02 10:43:19.845402+00:00
a85,1,2025-01-02 10:43:24.844852+00:00
a8,1,2025-01-02 10:43:29.842696+00:00
a51,1,2025-01-02 10:43:30.143785+00:00
a54,1,2025-01-02 10:43:30.148785+00:00
a53,1,2025-01-02 10:43:48.349387+00:00
a71,1,2025-01-02 10:44:25.399003+00:00
a20,1,2025-01-02 10:44:25.404003+00:00
a37,1,2025-01-02 10:44:30.938613+00:00
a85,1,2025-01-02 11:08:54.938274+00:00
a85,1,2025-01-02 11:08:59.537150+00:00
a8,1,2025-01-02 11:09:00.885535+00:00
a51,1,2025-01-02 11:09:01.028557+00:00
a73,1,2025-01-02 11:09:01.033557+00:00
a72,1,2025-01-02 11:09:08.116113+00:00
a2,1,2025-01-02 11:09:19.240147+00:00
a1,1,2025-01-02 11:09:23.266604+00:00
a6,1,2025-01-02 11:09:26.334253+00:00
a29,1,2025-01-02 11:09:26.339253+00:00
a20,1,2025-01-02 11:09:26.349253+00:00
a54,1,2025-01-02 11:09:26.354253+00:00
a53,1,2025-01-02 11:09:53.871759+00:00
a71,1,2025-01-02 11:09:55.845144+00:00
a20,1,2025-01-02 11:09:55.850144+00:00
a37,1,2025-01-02 11:10:05.433654+00:00
a85,1,2025-01-02 11:10:10.548366+00:00
a85,1,2025-01-02 11:10:22.690015+00:00
a8,1,2025-01-02 11:10:34.916408+00:00
a51,1,2025-01-02 11:10:35.283309+00:00
a29,1,2025-01-03 02:43:11.222137+00:00
a73,1,2025-01-03 02:43:11.227137+00:00
a72,1,2025-01-03 02:43:15.892845+00:00
a2,1,2025-01-03 02:43:22.492906+00:00
a1,1,2025-01-03 02:43:24.503805+00:00
a6,1,2025-01-03 02:43:25.912838+00:00
a37,1,2025-01-03 02:43:25.917838+00:00
a85,1,2025-01-03 02:43:30.379378+00:00
a85,1,2025-01-03 02:43:33.501731+00:00
a8,1,2025-01-03 02:43:34.836602+00:00
a51,1,2025-01-03 02:43:34.954980+00:00
a20,1,2025-01-03 02:43:34.964980+00:00
a37,1,2025-01-03 02:43:39.201684+00:00
a85,1,2025-01-03 02:43:49.480284+00:00
a85,1,2025-01-03 02:43:54.479734+00:00
a8,1,2025-01-03 02:43:59.477578+00:00
a51,1,2025-01-03 02:43:59.778667+00:00
a20,1,2025-01-03 02:43:59.783667+00:00
a37,1,2025-01-03 02:44:10.120285+00:00
a54,1,2025-01-03 02:44:10.125285+00:00
a53,1,2025-01-03 02:44:23.525978+00:00
a71,1,2025-01-03 02:46:35.263844+00:00
a73,1,2025-01-03 02:46:41.610681+00:00
a72,1,2025-01-03 02:46:44.546335+00:00
a2,1,2025-01-03 02:46:52.252970+00:00
a1,1,2025-01-03 02:46:54.746798+00:00
a6,1,2025-01-03 02:46:56.195707+00:00
a85,1,2025-01-03 02:46:56.200707+00:00
a85,1,2025-01-03 02:46:59.323060+00:00
a8,1,2025-01-03 02:47:00.657931+00:00
a51,1,2025-01-03 02:47:00.776309+00:00
a29,1,2025-01-03 02:47:00.781309+00:00
a54,1,2025-01-03 02:47:00.791309+00:00
a53,1,2025-01-03 02:47:14.192002+00:00
a71,1,2025-01-03 02:49:25.929868+00:00
a20,1,2025-01-03 02:49:25.934868+00:00
a37,1,2025-01-03 02:49:36.271486+00:00
a85,1,2025-01-03 02:49:40.733026+00:00
a85,1,2025-01-03 02:49:43.855379+00:00
a20,1,2025-01-03 02:49:43.860379+00:00
a37,1,2025-01-03 02:49:48.097083+00:00
a85,1,2025-01-03 02:49:58.375683+00:00
a85,1,2025-01-03 02:50:03.375133+00:00
a8,1,2025-01-03 02:50:08.372977+00:00
a51,1,2025-01-03 02:50:08.674066+00:00
a29,1,2025-01-12 01:07:11.985089+00:00
a8,1,2025-01-12 01:07:11.990089+00:00
a51,1,2025-01-12 01:07:12.108467+00:00
a73,1,2025-01-12 01:07:12.113467+00:00
a72,1,2025-01-12 01:07:15.049121+00:00
a2,1,2025-01-12 01:07:22.755756+00:00
a1,1,2025-01-12 01:07:25.249584+00:00
a6,1,2025-01-12 01:07:26.698493+00:00
